Entry	Entry Name	Mass	Length	Gene Names	Organism	Organism (ID)	Protein names
A0A2I3BPM4	A0A2I3BPM4_MOUSE	15263	137	Sdr39u1	Mus musculus (Mouse)	10090	Short chain dehydrogenase/reductase family 39U, member 1
A0A2I3BPM5	A0A2I3BPM5_MOUSE	2930	27	Txndc16	Mus musculus (Mouse)	10090	Thioredoxin domain containing 16
A0A2I3BPM7	A0A2I3BPM7_MOUSE	57682	522	Samd4	Mus musculus (Mouse)	10090	Sterile alpha motif domain containing 4
A0A2I3BPM9	A0A2I3BPM9_MOUSE	21924	204	Mtss1	Mus musculus (Mouse)	10090	MTSS I-BAR domain containing 1
A0A2I3BPN3	A0A2I3BPN3_MOUSE	5283	46	Vps13b	Mus musculus (Mouse)	10090	Vacuolar protein sorting 13B
A0A2I3BPN7	A0A2I3BPN7_MOUSE	10675	95	Tgds	Mus musculus (Mouse)	10090	TDP-glucose 4,6-dehydratase
A0A2I3BPN8	A0A2I3BPN8_MOUSE	219007	1957	Ralgapa2	Mus musculus (Mouse)	10090	Ral GTPase activating protein, alpha subunit 2 (catalytic)
A0A2I3BPP1	A0A2I3BPP1_MOUSE	198850	1785	Tsc2	Mus musculus (Mouse)	10090	TSC complex subunit 2
A0A2I3BPP3	A0A2I3BPP3_MOUSE	19312	163	Ccdc152	Mus musculus (Mouse)	10090	Coiled-coil domain containing 152
A0A2I3BPP4	A0A2I3BPP4_MOUSE	26776	237	Pkd1	Mus musculus (Mouse)	10090	Polycystin 1, transient receptor potential channel interacting
A0A2I3BPP8	A0A2I3BPP8_MOUSE	18862	173	Gpr137c	Mus musculus (Mouse)	10090	G protein-coupled receptor 137C
A0A2I3BPQ0	A0A2I3BPQ0_MOUSE	11609	103	Ebag9	Mus musculus (Mouse)	10090	Estrogen receptor-binding fragment-associated gene 9
A0A2I3BPQ5	A0A2I3BPQ5_MOUSE	203827	1730	Zc3h13	Mus musculus (Mouse)	10090	Zinc finger CCCH type containing 13
A0A2I3BPQ7	A0A2I3BPQ7_MOUSE	8336	72	Fermt2	Mus musculus (Mouse)	10090	Fermitin family member 2
A0A2I3BPR1	A0A2I3BPR1_MOUSE	18701	171	Cthrc1	Mus musculus (Mouse)	10090	Collagen triple helix repeat containing 1
A0A2I3BPR2	A0A2I3BPR2_MOUSE	13552	121	Carmil3	Mus musculus (Mouse)	10090	Capping protein regulator and myosin 1 linker 3
A0A2I3BPR3	A0A2I3BPR3_MOUSE	38708	346	Gm49394	Mus musculus (Mouse)	10090	Predicted gene, 49394
A0A2I3BPR4	A0A2I3BPR4_MOUSE	7003	67	Trio	Mus musculus (Mouse)	10090	Triple functional domain (PTPRF interacting)
A0A2I3BPR7	A0A2I3BPR7_MOUSE	11316	97	Tsc2	Mus musculus (Mouse)	10090	TSC complex subunit 2
A0A2I3BPR9	A0A2I3BPR9_MOUSE	31758	281	Npr3	Mus musculus (Mouse)	10090	Natriuretic peptide receptor 3
A0A2I3BPS0	A0A2I3BPS0_MOUSE	12605	110	Cacna1e	Mus musculus (Mouse)	10090	Calcium channel, voltage-dependent, R type, alpha 1E subunit
A0A2I3BPS1	A0A2I3BPS1_MOUSE	18369	155	Gmfb	Mus musculus (Mouse)	10090	Glia maturation factor, beta
A0A2I3BPS3	A0A2I3BPS3_MOUSE	10508	97	Tbc1d23	Mus musculus (Mouse)	10090	TBC1 domain family, member 23
A0A2I3BPS4	A0A2I3BPS4_MOUSE	16800	149	Tinf2	Mus musculus (Mouse)	10090	Terf1 (TRF1)-interacting nuclear factor 2
A0A2I3BPS6	A0A2I3BPS6_MOUSE	37015	317	Otulinl	Mus musculus (Mouse)	10090	OTU deubiquitinase with linear linkage specificity like
A0A2I3BPS7	A0A2I3BPS7_MOUSE	22260	197	Cdkn3	Mus musculus (Mouse)	10090	protein-tyrosine-phosphatase (EC 3.1.3.48)
A0A2I3BPS9	A0A2I3BPS9_MOUSE	15850	147	Gpr137c	Mus musculus (Mouse)	10090	G protein-coupled receptor 137C
A0A2I3BPT3	A0A2I3BPT3_MOUSE	17364	160	Ripk3	Mus musculus (Mouse)	10090	Receptor-interacting serine-threonine kinase 3
A0A2I3BPT5	A0A2I3BPT5_MOUSE	9386	82	Ermard	Mus musculus (Mouse)	10090	ER membrane associated RNA degradation
A0A2I3BPT8	A0A2I3BPT8_MOUSE	10807	96	Vmn1r41	Mus musculus (Mouse)	10090	Vomeronasal 1 receptor 41
A0A2I3BPT9	A0A2I3BPT9_MOUSE	7867	71	Nipal2	Mus musculus (Mouse)	10090	NIPA-like domain containing 2
A0A2I3BPU1	A0A2I3BPU1_MOUSE	17426	167	Slc7a7	Mus musculus (Mouse)	10090	Solute carrier family 7 (cationic amino acid transporter, y+ system), member 7
A0A2I3BPU5	A0A2I3BPU5_MOUSE	18255	165	Lgi3	Mus musculus (Mouse)	10090	Leucine-rich repeat LGI family, member 3
A0A2I3BPU6	A0A2I3BPU6_MOUSE	5648	48	Fpr2	Mus musculus (Mouse)	10090	Formyl peptide receptor 2
A0A2I3BPV1	A0A2I3BPV1_MOUSE	8257	76	Oxnad1	Mus musculus (Mouse)	10090	Oxidoreductase NAD-binding domain containing 1
A0A2I3BPV3	A0A2I3BPV3_MOUSE	24863	226	Nrl	Mus musculus (Mouse)	10090	Neural retina leucine zipper gene
A0A2I3BPV5	A0A2I3BPV5_MOUSE	6381	59	Obi1 Rnf219	Mus musculus (Mouse)	10090	ORC ubiquitin ligase 1
A0A2I3BPV6	A0A2I3BPV6_MOUSE	18173	159	Laptm4b	Mus musculus (Mouse)	10090	Lysosomal-associated protein transmembrane 4B
A0A2I3BPV8	A0A2I3BPV8_MOUSE	9746	88	Txndc16	Mus musculus (Mouse)	10090	Thioredoxin domain containing 16
A0A2I3BPW1	A0A2I3BPW1_MOUSE	15931	141	Ndor1	Mus musculus (Mouse)	10090	NADPH dependent diflavin oxidoreductase 1
A0A2I3BPW3	A0A2I3BPW3_MOUSE	71710	599	Ccdc148	Mus musculus (Mouse)	10090	Coiled-coil domain containing 148
A0A2I3BPW4	A0A2I3BPW4_MOUSE	29068	251	ccdc198	Mus musculus (Mouse)	10090	Coiled-coil domain containing 198
A0A2I3BPW5	A0A2I3BPW5_MOUSE	13031	118	Dpep2nb	Mus musculus (Mouse)	10090	Dpep2 neighbor
A0A2I3BPW7	A0A2I3BPW7_MOUSE	16204	144	Itm2b	Mus musculus (Mouse)	10090	Integral membrane protein 2
A0A2I3BPW9	A0A2I3BPW9_MOUSE	84609	758	Dlgap5	Mus musculus (Mouse)	10090	DLG associated protein 5
A0A2I3BPX1	A0A2I3BPX1_MOUSE	45031	392	Dcstamp	Mus musculus (Mouse)	10090	Dendrocyte expressed seven transmembrane protein
A0A2I3BPX2	A0A2I3BPX2_MOUSE	23398	211	Ermard	Mus musculus (Mouse)	10090	ER membrane associated RNA degradation
A0A2I3BPX5	A0A2I3BPX5_MOUSE	15833	138	Capsl	Mus musculus (Mouse)	10090	Calcyphosine-like
A0A2I3BPX6	A0A2I3BPX6_MOUSE	92318	820	Sfmbt1	Mus musculus (Mouse)	10090	Scm-like with four mbt domains 1
A0A2I3BPY1	A0A2I3BPY1_MOUSE	5055	42	Parp2	Mus musculus (Mouse)	10090	Poly (ADP-ribose) polymerase family, member 2
A0A2I3BPY2	A0A2I3BPY2_MOUSE	3967	36	Chat	Mus musculus (Mouse)	10090	Choline acetyltransferase
A0A2I3BPY3	A0A2I3BPY3_MOUSE	21213	194	Dhrs4	Mus musculus (Mouse)	10090	Dehydrogenase/reductase (SDR family) member 4
A0A2I3BPY4	A0A2I3BPY4_MOUSE	19122	162	Myh6	Mus musculus (Mouse)	10090	Myosin, heavy polypeptide 6, cardiac muscle, alpha
A0A2I3BPY6	A0A2I3BPY6_MOUSE	11085	105	Fyb	Mus musculus (Mouse)	10090	FYN binding protein
A0A2I3BPY7	A0A2I3BPY7_MOUSE	105716	950	Rai14	Mus musculus (Mouse)	10090	Retinoic acid induced 14
A0A2I3BPZ3	A0A2I3BPZ3_MOUSE	16469	151	Klf10	Mus musculus (Mouse)	10090	Kruppel-like factor 10
A0A2I3BPZ4	A0A2I3BPZ4_MOUSE	19757	173	Mmrn2	Mus musculus (Mouse)	10090	Multimerin 2
A0A2I3BPZ6	A0A2I3BPZ6_MOUSE	18254	156	Gnl3	Mus musculus (Mouse)	10090	Guanine nucleotide binding protein-like 3 (nucleolar)
A0A2I3BPZ8	A0A2I3BPZ8_MOUSE	1978	16	Ccnb1ip1	Mus musculus (Mouse)	10090	Cyclin B1 interacting protein 1
A0A2I3BQ01	A0A2I3BQ01_MOUSE	15925	153	Klf12	Mus musculus (Mouse)	10090	Kruppel-like factor 12
A0A2I3BQ02	A0A2I3BQ02_MOUSE	8600	80	Pkd1	Mus musculus (Mouse)	10090	Polycystin 1, transient receptor potential channel interacting
A0A2I3BQ03	A0A2I3BQ03_MOUSE	19065	166	Ywhaz	Mus musculus (Mouse)	10090	Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide
A0A2I3BQ06	A0A2I3BQ06_MOUSE	5919	51	Tep1	Mus musculus (Mouse)	10090	Telomerase associated protein 1
A0A2I3BQ07	A0A2I3BQ07_MOUSE	116033	1083	Ankrd28	Mus musculus (Mouse)	10090	Ankyrin repeat domain 28
A0A2I3BQ16	A0A2I3BQ16_MOUSE	76059	682	Lrch1	Mus musculus (Mouse)	10090	Leucine-rich repeats and calponin homology (CH) domain containing 1
A0A2I3BQ18	A0A2I3BQ18_MOUSE	15061	132	Arhgap22	Mus musculus (Mouse)	10090	Rho GTPase activating protein 22
A0A2I3BQ19	A0A2I3BQ19_MOUSE	14645	129	Socs4	Mus musculus (Mouse)	10090	Suppressor of cytokine signaling 4
A0A2I3BQ20	A0A2I3BQ20_MOUSE	21565	194	Adcy6	Mus musculus (Mouse)	10090	Adenylate cyclase 6
A0A2I3BQ21	A0A2I3BQ21_MOUSE	58184	535	Rif1	Mus musculus (Mouse)	10090	Replication timing regulatory factor 1
A0A2I3BQ23	A0A2I3BQ23_MOUSE	3510	33	Cimap1b Odf3b	Mus musculus (Mouse)	10090	Outer dense fiber of sperm tails 3B
A0A2I3BQ24	A0A2I3BQ24_MOUSE	14659	131	Lrp10	Mus musculus (Mouse)	10090	Low-density lipoprotein receptor-related protein 10
A0A2I3BQ25	A0A2I3BQ25_MOUSE	13189	124	Dhrs4	Mus musculus (Mouse)	10090	Dehydrogenase/reductase (SDR family) member 4
A0A2I3BQ30	A0A2I3BQ30_MOUSE	4317	40	Itm2b	Mus musculus (Mouse)	10090	Integral membrane protein 2B
A0A2I3BQ33	A0A2I3BQ33_MOUSE	5609	51	Gnpnat1	Mus musculus (Mouse)	10090	Glucosamine-phosphate N-acetyltransferase 1
A0A2I3BQ34	A0A2I3BQ34_MOUSE	9811	91	Nudt18	Mus musculus (Mouse)	10090	Nudix (nucleoside diphosphate linked moiety X)-type motif 18
A0A2I3BQ37	A0A2I3BQ37_MOUSE	6362	56	Eny2	Mus musculus (Mouse)	10090	ENY2 transcription and export complex 2 subunit
A0A2I3BQ38	A0A2I3BQ38_MOUSE	7685	67	Wdhd1	Mus musculus (Mouse)	10090	WD repeat and HMG-box DNA binding protein 1
A0A2I3BQ42	A0A2I3BQ42_MOUSE	10271	90	Ap5m1	Mus musculus (Mouse)	10090	Adaptor-related protein complex 5, mu 1 subunit
A0A2I3BQ45	A0A2I3BQ45_MOUSE	9003	82	Diaph3	Mus musculus (Mouse)	10090	Diaphanous related formin 3
A0A2I3BQ49	A0A2I3BQ49_MOUSE	5397	45	Psmc6	Mus musculus (Mouse)	10090	Proteasome (prosome, macropain) 26S subunit, ATPase, 6
A0A2I3BQ52	A0A2I3BQ52_MOUSE	4897	45	Efs	Mus musculus (Mouse)	10090	Embryonal Fyn-associated substrate
A0A2I3BQ54	A0A2I3BQ54_MOUSE	21905	186	Mettl6	Mus musculus (Mouse)	10090	Methyltransferase like 6
A0A2I3BQ56	A0A2I3BQ56_MOUSE	8797	78	Tatdn1	Mus musculus (Mouse)	10090	TatD DNase domain containing 1
A0A2I3BQ59	A0A2I3BQ59_MOUSE	19088	176	Klf10	Mus musculus (Mouse)	10090	Kruppel-like factor 10
A0A2I3BQ63	A0A2I3BQ63_MOUSE	13475	120	Tmem184b	Mus musculus (Mouse)	10090	Transmembrane protein 184b
A0A2I3BQ66	A0A2I3BQ66_MOUSE	15901	145	Carmil3	Mus musculus (Mouse)	10090	Capping protein regulator and myosin 1 linker 3
A0A2I3BQ67	A0A2I3BQ67_MOUSE	25465	242	Mtss1	Mus musculus (Mouse)	10090	MTSS I-BAR domain containing 1
A0A2I3BQ68	A0A2I3BQ68_MOUSE	9142	84	Scaf11	Mus musculus (Mouse)	10090	SR-related CTD-associated factor 11
A0A2I3BQ69	A0A2I3BQ69_MOUSE	6862	59	Gm4181	Mus musculus (Mouse)	10090	Predicted gene 4181
A0A2I3BQ73	A0A2I3BQ73_MOUSE	25713	227	Ddhd1	Mus musculus (Mouse)	10090	DDHD domain containing 1
A0A2I3BQ74	A0A2I3BQ74_MOUSE	14258	121	Oxa1l	Mus musculus (Mouse)	10090	Oxidase assembly 1-like
A0A2I3BQ75	A0A2I3BQ75_MOUSE	12037	108	Pck2	Mus musculus (Mouse)	10090	Phosphoenolpyruvate carboxykinase 2 (mitochondrial)
A0A2I3BQ79	A0A2I3BQ79_MOUSE	7054	60	Psmc6	Mus musculus (Mouse)	10090	Proteasome (prosome, macropain) 26S subunit, ATPase, 6
A0A2I3BQ83	A0A2I3BQ83_MOUSE	30268	268	Txndc16	Mus musculus (Mouse)	10090	Thioredoxin domain containing 16
A0A2I3BQ85	A0A2I3BQ85_MOUSE	14411	126	Ptk2	Mus musculus (Mouse)	10090	PTK2 protein tyrosine kinase 2
A0A2I3BQ86	A0A2I3BQ86_MOUSE	7876	75	Ttc5	Mus musculus (Mouse)	10090	Tetratricopeptide repeat domain 5
A0A2I3BQ87	A0A2I3BQ87_MOUSE	13252	117	Spaca6	Mus musculus (Mouse)	10090	Sperm acrosome associated 6
A0A2I3BQ88	A0A2I3BQ88_MOUSE	53569	488	Shld2	Mus musculus (Mouse)	10090	Shieldin complex subunit 2
A0A2I3BQ91	A0A2I3BQ91_MOUSE	79814	712	Tmem260	Mus musculus (Mouse)	10090	Transmembrane protein 260
A0A2I3BQ92	A0A2I3BQ92_MOUSE	17252	162	Mtss1	Mus musculus (Mouse)	10090	MTSS I-BAR domain containing 1
A0A2I3BQ95	A0A2I3BQ95_MOUSE	21797	196	Slc35f4	Mus musculus (Mouse)	10090	Solute carrier family 35, member F4
A0A2I3BQ96	A0A2I3BQ96_MOUSE	1157	10	Zfp219	Mus musculus (Mouse)	10090	Zinc finger protein 219
A0A2I3BQ98	A0A2I3BQ98_MOUSE	54554	486	Kbtbd6	Mus musculus (Mouse)	10090	Kelch repeat and BTB (POZ) domain containing 6
A0A2I3BQA4	A0A2I3BQA4_MOUSE	11799	108	Fbxo34	Mus musculus (Mouse)	10090	F-box protein 34
A0A2I3BQA5	A0A2I3BQA5_MOUSE	147896	1340	Lrguk	Mus musculus (Mouse)	10090	Leucine-rich repeats and guanylate kinase domain containing
A0A2I3BQA6	A0A2I3BQA6_MOUSE	49559	443	Dgkh	Mus musculus (Mouse)	10090	Diacylglycerol kinase, eta
A0A2I3BQA9	A0A2I3BQA9_MOUSE	35545	315	Wbp4	Mus musculus (Mouse)	10090	WW domain binding protein 4
A0A2I3BQB0	A0A2I3BQB0_MOUSE	4927	44	Rif1	Mus musculus (Mouse)	10090	Replication timing regulatory factor 1
A0A2I3BQB3	A0A2I3BQB3_MOUSE	6460	57	Bmp1	Mus musculus (Mouse)	10090	Bone morphogenetic protein 1
A0A2I3BQB4	A0A2I3BQB4_MOUSE	5818	51	Eny2	Mus musculus (Mouse)	10090	ENY2 transcription and export complex 2 subunit
A0A2I3BQB5	A0A2I3BQB5_MOUSE	22823	206	Mucl1	Mus musculus (Mouse)	10090	Mucin-like 1
A0A2I3BQB7	A0A2I3BQB7_MOUSE	5756	58	Otulin	Mus musculus (Mouse)	10090	OTU deubiquitinase with linear linkage specificity
A0A2I3BQB9	A0A2I3BQB9_MOUSE	117083	1065	Robo2	Mus musculus (Mouse)	10090	Roundabout guidance receptor 2
A0A2I3BQC0	A0A2I3BQC0_MOUSE	3236	30	Gm7324	Mus musculus (Mouse)	10090	Predicted gene 7324
A0A2I3BQC1	A0A2I3BQC1_MOUSE	11230	101	Ubr5	Mus musculus (Mouse)	10090	Ubiquitin protein ligase E3 component n-recognin 5
A0A2I3BQC2	A0A2I3BQC2_MOUSE	13945	125	Atg14	Mus musculus (Mouse)	10090	Autophagy related 14
A0A2I3BQC3	A0A2I3BQC3_MOUSE	9228	81	Smim40 Platr17	Mus musculus (Mouse)	10090	Small integral membrane protein 40
A0A2I3BQC5	A0A2I3BQC5_MOUSE	20116	178	Nrbp2	Mus musculus (Mouse)	10090	Nuclear receptor binding protein 2
A0A2I3BQC6	A0A2I3BQC6_MOUSE	17051	160	Pck2	Mus musculus (Mouse)	10090	Phosphoenolpyruvate carboxykinase 2 (mitochondrial)
A0A2I3BQD1	A0A2I3BQD1_MOUSE	4579	47	Rbfox2	Mus musculus (Mouse)	10090	RNA binding protein, fox-1 homolog (C. elegans) 2
A0A2I3BQD2	A0A2I3BQD2_MOUSE	3857	33	Ermard	Mus musculus (Mouse)	10090	ER membrane associated RNA degradation
A0A2I3BQD5	A0A2I3BQD5_MOUSE	6988	64	Sdr39u1	Mus musculus (Mouse)	10090	Short chain dehydrogenase/reductase family 39U, member 1
A0A2I3BQE1	A0A2I3BQE1_MOUSE	39898	351	AI182371	Mus musculus (Mouse)	10090	Expressed sequence AI182371
A0A2I3BQE5	A0A2I3BQE5_MOUSE	5405	40	Ccl27a	Mus musculus (Mouse)	10090	Chemokine (C-C motif) ligand 27A
A0A2I3BQE7	A0A2I3BQE7_MOUSE	3188	27	Pkd1	Mus musculus (Mouse)	10090	Polycystin 1, transient receptor potential channel interacting
A0A2I3BQE8	A0A2I3BQE8_MOUSE	18920	165	Gm5460	Mus musculus (Mouse)	10090	Predicted gene 5460
A0A2I3BQE9	A0A2I3BQE9_MOUSE	35823	322	Tssk4	Mus musculus (Mouse)	10090	Testis-specific serine kinase 4
A0A2I3BQF1	A0A2I3BQF1_MOUSE	11217	99	Ap5m1	Mus musculus (Mouse)	10090	Adaptor-related protein complex 5, mu 1 subunit
A0A2I3BQF4	A0A2I3BQF4_MOUSE	10457	94	Rpl30	Mus musculus (Mouse)	10090	Large ribosomal subunit protein eL30
A0A2I3BQF8	A0A2I3BQF8_MOUSE	7655	68	Fzd6	Mus musculus (Mouse)	10090	Frizzled class receptor 6
A0A2I3BQG1	A0A2I3BQG1_MOUSE	11844	107	Hlcs	Mus musculus (Mouse)	10090	Holocarboxylase synthetase (biotin- [propriony-Coenzyme A-carboxylase (ATP-hydrolysing)] ligase)
A0A2I3BQG2	A0A2I3BQG2_MOUSE	197826	1825	Crybg2	Mus musculus (Mouse)	10090	Crystallin beta-gamma domain containing 2
A0A2I3BQG6	A0A2I3BQG6_MOUSE	7124	72	Pkd1	Mus musculus (Mouse)	10090	Polycystin 1, transient receptor potential channel interacting
A0A2I3BQG7	A0A2I3BQG7_MOUSE	66211	627	Slc22a17	Mus musculus (Mouse)	10090	Solute carrier family 22 (organic cation transporter), member 17
A0A2I3BQG9	A0A2I3BQG9_MOUSE	16302	153	Mapk1ip1l	Mus musculus (Mouse)	10090	Mitogen-activated protein kinase 1 interacting protein 1-like
A0A2I3BQH0	A0A2I3BQH0_MOUSE	30104	279	Celsr1	Mus musculus (Mouse)	10090	Cadherin, EGF LAG seven-pass G-type receptor 1
A0A2I3BQH3	A0A2I3BQH3_MOUSE	8678	80	Hnrnpc	Mus musculus (Mouse)	10090	Heterogeneous nuclear ribonucleoprotein C
A0A2I3BQH6	A0A2I3BQH6_MOUSE	8967	78	Mettl6	Mus musculus (Mouse)	10090	Methyltransferase like 6
A0A2I3BQH7	A0A2I3BQH7_MOUSE	8301	77	Stimate Tmem110	Mus musculus (Mouse)	10090	STIM activating enhancer
A0A2I3BQI4	A0A2I3BQI4_MOUSE	80751	740	Rif1	Mus musculus (Mouse)	10090	Replication timing regulatory factor 1
A0A2I3BQI5	A0A2I3BQI5_MOUSE	46383	414	Tmem184b	Mus musculus (Mouse)	10090	Transmembrane protein 184b
A0A2I3BQI7	A0A2I3BQI7_MOUSE	4257	38	Ankrd28	Mus musculus (Mouse)	10090	Ankyrin repeat domain 28
A0A2I3BQI8	A0A2I3BQI8_MOUSE	14313	131	Zfp219	Mus musculus (Mouse)	10090	Zinc finger protein 219
A0A2I3BQJ1	A0A2I3BQJ1_MOUSE	96063	899	Ankrd28	Mus musculus (Mouse)	10090	Ankyrin repeat domain 28
A0A2I3BQJ6	A0A2I3BQJ6_MOUSE	10376	89	Pced1b	Mus musculus (Mouse)	10090	PC-esterase domain containing 1B
A0A2I3BQK0	A0A2I3BQK0_MOUSE	6574	56	Eny2	Mus musculus (Mouse)	10090	ENY2 transcription and export complex 2 subunit
A0A2I3BQK1	A0A2I3BQK1_MOUSE	8675	76	Cyrib	Mus musculus (Mouse)	10090	CYFIP related Rac1 interactor B
A0A2I3BQK2	A0A2I3BQK2_MOUSE	16415	156	Slc7a7	Mus musculus (Mouse)	10090	Solute carrier family 7 (cationic amino acid transporter, y+ system), member 7
A0A2I3BQK8	A0A2I3BQK8_MOUSE	3924	34	Map2k4	Mus musculus (Mouse)	10090	Mitogen-activated protein kinase kinase 4
A0A2I3BQL1	A0A2I3BQL1_MOUSE	66083	626	Slc22a17	Mus musculus (Mouse)	10090	Solute carrier family 22 (organic cation transporter), member 17
A0A2I3BQL2	A0A2I3BQL2_MOUSE	13427	123	Slc25a32	Mus musculus (Mouse)	10090	Solute carrier family 25, member 32
A0A2I3BQL3	A0A2I3BQL3_MOUSE	9968	89	Laptm4b	Mus musculus (Mouse)	10090	Lysosomal-associated protein transmembrane 4B
A0A2I3BQL4	A0A2I3BQL4_MOUSE	6046	52	Styx	Mus musculus (Mouse)	10090	Serine/threonine/tyrosine interaction protein
A0A2I3BQL6	A0A2I3BQL6_MOUSE	4434	41	Mzt1	Mus musculus (Mouse)	10090	Mitotic spindle organizing protein 1
A0A2I3BQM8	A0A2I3BQM8_MOUSE	24338	224	Itih3	Mus musculus (Mouse)	10090	Inter-alpha trypsin inhibitor, heavy chain 3
A0A2I3BQM9	A0A2I3BQM9_MOUSE	9322	83	Trhr	Mus musculus (Mouse)	10090	Thyrotropin releasing hormone receptor
A0A2I3BQN1	A0A2I3BQN1_MOUSE	74919	662	Ndor1	Mus musculus (Mouse)	10090	NADPH dependent diflavin oxidoreductase 1
A0A2I3BQN2	A0A2I3BQN2_MOUSE	18674	167	Tgm1	Mus musculus (Mouse)	10090	Transglutaminase 1, K polypeptide
A0A2I3BQN6	A0A2I3BQN6_MOUSE	17693	163	Cimap1b Odf3b	Mus musculus (Mouse)	10090	Outer dense fiber of sperm tails 3B
A0A2I3BQN8	A0A2I3BQN8_MOUSE	29610	265	Nudt18	Mus musculus (Mouse)	10090	Nudix (nucleoside diphosphate linked moiety X)-type motif 18
A0A2I3BQN9	A0A2I3BQN9_MOUSE	4125	35	Tatdn1	Mus musculus (Mouse)	10090	TatD DNase domain containing 1
A0A2I3BQP0	A0A2I3BQP0_MOUSE	4702	43	Ptpn20	Mus musculus (Mouse)	10090	Protein tyrosine phosphatase, non-receptor type 20
A0A2I3BQP1	A0A2I3BQP1_MOUSE	5632	48	Ercc6	Mus musculus (Mouse)	10090	Excision repair cross-complementing rodent repair deficiency, complementation group 6
A0A2I3BQP4	A0A2I3BQP4_MOUSE	12281	106	Ermard	Mus musculus (Mouse)	10090	ER membrane associated RNA degradation
A0A2I3BQP7	A0A2I3BQP7_MOUSE	4968	43	Nudcd1	Mus musculus (Mouse)	10090	NudC domain containing 1
A0A2I3BQP8	A0A2I3BQP8_MOUSE	13943	132	Gprin2	Mus musculus (Mouse)	10090	G protein regulated inducer of neurite outgrowth 2
A0A2I3BQQ0	A0A2I3BQQ0_MOUSE	7788	74	Ipo4	Mus musculus (Mouse)	10090	Importin 4
A0A2I3BQQ1	A0A2I3BQQ1_MOUSE	19116	170	Ermard	Mus musculus (Mouse)	10090	ER membrane associated RNA degradation
A0A2I3BQQ6	A0A2I3BQQ6_MOUSE	11446	103	1700123O20Rik	Mus musculus (Mouse)	10090	RIKEN cDNA 1700123O20 gene
A0A2I3BQR1	A0A2I3BQR1_MOUSE	54496	464	Nt5dc2	Mus musculus (Mouse)	10090	5'-nucleotidase domain containing 2
A0A2I3BQR2	A0A2I3BQR2_MOUSE	4996	43	Lrp12	Mus musculus (Mouse)	10090	Low density lipoprotein-related protein 12
A0A2I3BQR7	A0A2I3BQR7_MOUSE	13251	113	4930503E14Rik	Mus musculus (Mouse)	10090	RIKEN cDNA 4930503E14 gene
A0A2I3BQR9	A0A2I3BQR9_MOUSE	14176	140	Puf60	Mus musculus (Mouse)	10090	Poly-U binding splicing factor 60
A0A2I3BQS0	A0A2I3BQS0_MOUSE	36379	328	Tssk4	Mus musculus (Mouse)	10090	Testis-specific serine kinase 4
A0A2I3BQS1	A0A2I3BQS1_MOUSE	68293	606	Dlgap5	Mus musculus (Mouse)	10090	DLG associated protein 5
A0A2I3BQS2	A0A2I3BQS2_MOUSE	30743	268	Ermard	Mus musculus (Mouse)	10090	ER membrane associated RNA degradation
A0A2I3BQS7	A0A2I3BQS7_MOUSE	15045	139	Sdr39u1	Mus musculus (Mouse)	10090	Short chain dehydrogenase/reductase family 39U, member 1
A0A2I3BQS8	A0A2I3BQS8_MOUSE	8429	70	Gm55359	Mus musculus (Mouse)	10090	Predicted gene, 55359
A0A2I3BQT0	A0A2I3BQT0_MOUSE	38510	345	Enox1	Mus musculus (Mouse)	10090	Ecto-NOX disulfide-thiol exchanger 1
A0A2I3BQT2	A0A2I3BQT2_MOUSE	157282	1424	Trio	Mus musculus (Mouse)	10090	Triple functional domain (PTPRF interacting)
A0A2I3BQT4	A0A2I3BQT4_MOUSE	17304	155	Peli2	Mus musculus (Mouse)	10090	Pellino 2
A0A2I3BQT7	A0A2I3BQT7_MOUSE	25625	225	Sulf2	Mus musculus (Mouse)	10090	Sulfatase 2
A0A2I3BQU0	A0A2I3BQU0_MOUSE	9722	88	Fbxo34	Mus musculus (Mouse)	10090	F-box protein 34
A0A2I3BQU2	A0A2I3BQU2_MOUSE	6536	62	Nrl	Mus musculus (Mouse)	10090	Neural retina leucine zipper gene
A0A2I3BQU7	A0A2I3BQU7_MOUSE	38684	354	Ranbp3l	Mus musculus (Mouse)	10090	Ran-binding protein 3-like
A0A2I3BQU8	A0A2I3BQU8_MOUSE	5163	43	Haus4	Mus musculus (Mouse)	10090	HAUS augmin-like complex, subunit 4
A0A2I3BQU9	A0A2I3BQU9_MOUSE	17367	149	Otulinl	Mus musculus (Mouse)	10090	OTU deubiquitinase with linear linkage specificity like
A0A2I3BQV1	A0A2I3BQV1_MOUSE	24476	216	Shld2	Mus musculus (Mouse)	10090	Shieldin complex subunit 2
A0A2I3BQV2	A0A2I3BQV2_MOUSE	12418	110	A1bg	Mus musculus (Mouse)	10090	Alpha-1-B glycoprotein
A0A2I3BQV3	A0A2I3BQV3_MOUSE	9758	87	Myh7	Mus musculus (Mouse)	10090	Myosin, heavy polypeptide 7, cardiac muscle, beta
A0A2I3BQV4	A0A2I3BQV4_MOUSE	104337	1002	Sall2	Mus musculus (Mouse)	10090	Spalt like transcription factor 2
A0A2I3BQV5	A0A2I3BQV5_MOUSE	123960	1088	Xpo7	Mus musculus (Mouse)	10090	Exportin 7
