MitoCarta3.0_List	MitoCarta3.0_Evidence	MitoCarta3.0_SubMitoLocalization	MitoCarta3.0_MitoPathways	Uniprot	HPA_Main_Location_2020 (Reliability)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain, MS/MS"	Matrix	Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid | Mitochondrial central dogma > mtDNA maintenance > mtDNA repair	P54098	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_matrix, yeast mito homolog++, mito protein domain+, MS/MS"	Matrix	OXPHOS > Complex V > CV assembly factors | OXPHOS > OXPHOS assembly factors	Q5TC12	Mitochondria (Approved)
MitoCarta3.0	"mito protein domain, coexpression++, MS/MS"	unknown	Signaling	P78537	
MitoCarta3.0	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	Matrix	Metabolism > Vitamin metabolism > Folate and 1-C metabolism	Q3SY69	Mitochondria (Enhanced)
MitoCarta3.0	"literature, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression"	MIM	OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors	Q8N8Q8	
MitoCarta3.0	"literature, APEX_IMS, APEX_matrix, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	MIM	Metabolism > Metals and cofactors > Heme synthesis and processing	P36551	Mitochondria (Enhanced)
MitoCarta3.0	"literature, APEX_matrix, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS+"	MIM	Metabolism > Metals and cofactors > NAD biosynthesis and metabolism	Q13423	Mitochondria (Approved)
MitoCarta3.0	"targetP signal, induction, coexpression+, MS/MS"	IMS	OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors	A1L188	Mitochondria (Approved)
MitoCarta3.0	"yeast mito homolog++, mito protein domain+, coexpression"	IMS	"Protein import, sorting and homeostasis > Protein homeostasis > Proteases"	Q9Y6H3	Plasma membrane;Vesicles (Enhanced)
MitoCarta3.0	"GFP, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	Membrane	0	Q8WVC6	Nucleoplasm (Approved)
MitoCarta3.0	"literature, coexpression++, MS/MS++"	MIM	OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits	P56134	Mitochondria (Supported)
MitoCarta3.0	"mito protein domain+, MS/MS++"	MIM	Metabolism > Amino acid metabolism > Serine metabolism | Metabolism > Vitamin metabolism > Folate and 1-C metabolism | Small molecule transport > Sideroflexins	Q9BWM7	Mitochondria (Enhanced)
MitoCarta3.0	"APEX_matrix, targetP signal, mito protein domain, coexpression, MS/MS++"	Matrix	Metabolism > Amino acid metabolism > Lysine metabolism	Q9UDR5	Mitochondria (Enhanced)
MitoCarta3.0	"literature, APEX_IMS, targetP signal+, mito protein domain+, MS/MS"	IMS	Mitochondrial dynamics and surveillance > Apoptosis	Q9NR28	Mitochondria (Enhanced)
MitoCarta3.0	"literature, targetP signal+, mito protein domain+, MS/MS"	MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits	Q7Z4L0	
MitoCarta3.0	"GFP, targetP signal, yeast mito homolog+, mito protein domain, induction"	MIM	0	Q9NR77	
MitoCarta3.0	"literature, yeast mito homolog++, mito protein domain, MS/MS+"	Matrix	Metabolism > Amino acid metabolism > Glyoxylate metabolism	Q9BYV1	
MitoCarta3.0	"targetP signal, mito protein domain+, MS/MS++"	Matrix	Metabolism > Amino acid metabolism > Glutamate metabolism	Q9UI32	
MitoCarta3.0	"literature, APEX_IMS, mito protein domain+, MS/MS++"	MIM	Mitochondrial dynamics and surveillance > Cristae formation > MICOS complex	Q9BUR5	Mitochondria (Approved)
MitoCarta3.0	"mito protein domain+, induction, coexpression"	MIM	Metabolism > Lipid metabolism > Fatty acid oxidation	Q709F0	
MitoCarta3.0	"targetP signal+, coexpression+, MS/MS"	Matrix	0	A6NC05	Mitochondria (Approved)
MitoCarta3.0	"GFP, targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	Matrix	Metabolism > Amino acid metabolism > Glyoxylate metabolism	Q86XE5	
MitoCarta3.0	"literature, APEX_IMS, targetP signal+, mito protein domain, induction, MS/MS+"	MIM	OXPHOS > Complex III > CIII assembly factors | OXPHOS > OXPHOS assembly factors	Q6DKK2	Mitochondria (Enhanced)
MitoCarta3.0	"APEX_matrix, yeast mito homolog++, mito protein domain+, coexpression"	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly	Q9NPE2	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, mito protein domain+, coexpression++"	Matrix	0	Q8N3R3	
MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog, mito protein domain+, MS/MS"	Matrix	Metabolism > Lipid metabolism > Lipoate insertion | Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Amino acid metabolism > Glycine cleavage system	P23434	Vesicles (Approved)
MitoCarta3.0	"literature, APEX_matrix, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS"	Matrix	Metabolism > Metals and cofactors > NAD biosynthesis and metabolism	Q9NXA8	Mitochondria (Supported)
MitoCarta3.0	"APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, MS/MS++"	Matrix	Metabolism > Amino acid metabolism > Glutamate metabolism	Q8TD30	Mitochondria (Approved)
MitoCarta3.0	"GFP, mito protein domain+, coexpression, MS/MS+"	MOM	"Protein import, sorting and homeostasis > Protein import and sorting > TOM"	Q96B49	Mitochondria (Supported)
MitoCarta3.0	"APEX_IMS, APEX_matrix, targetP signal, induction, coexpression, MS/MS++"	MIM	0	Q96A26	Cytosol;Mitochondria (Enhanced)
MitoCarta3.0	"literature, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	MOM	Metabolism > Metals and cofactors > Heme synthesis and processing | Small molecule transport > ABC transporters	Q9NP58	Golgi apparatus (Supported)
MitoCarta3.0	"APEX_matrix, targetP signal+, coexpression, MS/MS++"	Matrix	Signaling	Q9BQ69	Nucleoplasm (Supported)
MitoCarta3.0	"literature, APEX_matrix, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	Matrix	Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Sulfur metabolism	Q16762	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_IMS, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS"	MIM	OXPHOS > Complex IV > CIV subunits | Metabolism > Metals and cofactors > Heme-containing proteins | OXPHOS > OXPHOS subunits	P00395	Mitochondria (Supported)
MitoCarta3.0	"mito protein domain+, induction, coexpression, MS/MS"	unknown	0	Q9H019	Mitochondria (Approved)
MitoCarta3.0	"mito protein domain, coexpression, MS/MS++"	unknown	0	Q9NRG7	Cytosol;Nucleoplasm (Approved)
MitoCarta3.0	"literature, targetP signal, mito protein domain, MS/MS++"	Matrix	Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Vitamin metabolism > Choline and betaine metabolism | Metabolism > Vitamin metabolism > Folate and 1-C metabolism	Q9UI17	Mitochondria (Supported)
MitoCarta3.0	"literature, yeast mito homolog+, mito protein domain+, MS/MS"	MIM	Metabolism > Sulfur metabolism | Small molecule transport > SLC25A family	O95258	Mitochondria (Approved)
MitoCarta3.0	"yeast mito homolog+, mito protein domain+, MS/MS"	IMS	Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism	Q96N28	
MitoCarta3.0	"APEX_IMS, yeast mito homolog++, mito protein domain, coexpression, MS/MS"	IMS	0	Q9BSY4	Mitochondria (Supported)
MitoCarta3.0	"literature, yeast mito homolog+, mito protein domain, induction, coexpression"	MOM	"Protein import, sorting and homeostasis > Protein import and sorting > TOM"	O94826	Mitochondria (Enhanced)
MitoCarta3.0	"APEX_matrix, targetP signal, mito protein domain, coexpression, MS/MS++"	Matrix	Metabolism > Detoxification > ROS and glutathione metabolism	Q86X76	
MitoCarta3.0	"literature, APEX_matrix, mito protein domain, coexpression, MS/MS++"	Matrix	Metabolism > Carbohydrate metabolism > TCA-associated	Q6P587	Mitochondria (Enhanced)
MitoCarta3.0	"literature, GFP, mito protein domain+, MS/MS++"	MIM	Signaling > Calcium homeostasis > Calcium cycle | Small molecule transport > Calcium uniporter	Q8NE86	Mitochondria (Supported)
MitoCarta3.0	"literature, targetP signal+, mito protein domain, MS/MS++"	MIM	"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Metals and cofactors > Heme-containing proteins"	Q02318	Mitochondria (Supported)
MitoCarta3.0	"literature, Rickettsial homolog, mito protein domain+, MS/MS+"	MIM	OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits	P03891	
MitoCarta3.0	"literature, APEX_IMS, APEX_matrix, Rickettsial homolog, mito protein domain+, MS/MS+"	MIM	OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits	P03905	
MitoCarta3.0	"literature, APEX_IMS, APEX_matrix, Rickettsial homolog, mito protein domain+, MS/MS+"	MIM	OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits	P03915	
MitoCarta3.0	"targetP signal+, mito protein domain, induction, coexpression"	MIM	Signaling	Q14154	Nucleoplasm (Uncertain)
MitoCarta3.0	"APEX_matrix, induction, coexpression++"	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay	Q53R41	Nucleoplasm (Approved)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, induction, coexpression, MS/MS"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Q92665	Mitochondria (Supported)
MitoCarta3.0	"APEX_matrix, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS"	Matrix	Metabolism > Vitamin metabolism > Folate and 1-C metabolism	O75891	Cytosol (Supported)
MitoCarta3.0	"targetP signal+, mito protein domain+, coexpression"	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules	O75127	Mitochondria (Approved)
MitoCarta3.0	"literature, targetP signal, Rickettsial homolog, mito protein domain, MS/MS++"	MIM	Metabolism > Carbohydrate metabolism > Ketone metabolism | Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Amino acid metabolism > Lysine metabolism	P55084	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression"	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications	Q9H3H1	Nucleoplasm (Approved)
MitoCarta3.0	"literature, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression"	MIM	Metabolism > Lipid metabolism > Cardiolipin synthesis	Q9UJA2	
MitoCarta3.0	"targetP signal+, coexpression, MS/MS+"	Matrix	Metabolism > Carbohydrate metabolism	Q8IVS8	Cytosol (Approved)
MitoCarta3.0	"literature, targetP signal, yeast mito homolog+, mito protein domain+"	MIM	Metabolism > Vitamin metabolism > Vitamin B2 metabolism | Metabolism > Vitamin metabolism > Folate and 1-C metabolism | Small molecule transport > SLC25A family	Q9H2D1	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, MS/MS"	Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases	Q5JTZ9	Mitochondria (Enhanced)
MitoCarta3.0	"APEX_IMS, targetP signal, mito protein domain, MS/MS++"	MIM	Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtDNA maintenance > mtDNA repair | Mitochondrial central dogma > mtDNA maintenance > mtDNA stability and decay	Q9Y2C4	Mitochondria (Supported)
MitoCarta3.0	"APEX_IMS, targetP signal, yeast mito homolog+, mito protein domain, coexpression"	IMS	Mitochondrial dynamics and surveillance > Apoptosis	Q9Y6H1	Mitochondria (Enhanced)
MitoCarta3.0	"yeast mito homolog, Rickettsial homolog, mito protein domain, MS/MS++"	MOM	Metabolism > Amino acid metabolism > Kynurenine metabolism | Metabolism > Metals and cofactors > NAD biosynthesis and metabolism	O15229	
MitoCarta3.0	"literature, mito protein domain+, MS/MS++"	MIM	Metabolism > Carbohydrate metabolism > TCA-associated | Small molecule transport > Sideroflexins	Q8TD22	Mitochondria;Nucleoplasm (Approved)
MitoCarta3.0	"APEX_matrix, GFP, targetP signal, Rickettsial homolog, mito protein domain, MS/MS"	Matrix	Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing	Q9BQ52	Nucleoplasm (Enhanced)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, mito protein domain, coexpression, MS/MS+"	Matrix	Metabolism > Detoxification > ROS and glutathione metabolism | Metabolism > Detoxification > Selenoproteins	P07203	
MitoCarta3.0	"literature, yeast mito homolog+, mito protein domain, MS/MS++"	MOM	Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Metals and cofactors > Carnitine synthesis and transport | Metabolism > Metals and cofactors > Carnitine shuttle	Q92523	
MitoCarta3.0	"literature, yeast mito homolog++, mito protein domain+"	MOM	Mitochondrial dynamics and surveillance > Fission	Q9Y3D6	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_IMS, GFP, targetP signal, yeast mito homolog++, mito protein domain+"	IMS	Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism	Q9Y255	Mitochondria (Supported)
MitoCarta3.0	"literature, yeast mito homolog+, mito protein domain+, MS/MS"	MIM	Small molecule transport > SLC25A family	P55916	Nucleoplasm (Approved)
MitoCarta3.0	"literature, yeast mito homolog+, mito protein domain+, MS/MS"	MIM	Small molecule transport > SLC25A family	O95847	Mitochondria (Supported)
MitoCarta3.0	"literature, yeast mito homolog+, mito protein domain+, MS/MS"	MIM	Small molecule transport > SLC25A family	Q8TBP6	
MitoCarta3.0	"literature, yeast mito homolog+, mito protein domain+, MS/MS"	MIM	Metabolism > Nucleotide metabolism > Nucleotide import | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > SLC25A family	Q9BV35	Mitochondria (Supported)
MitoCarta3.0	"GFP, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain+"	Matrix	Mitochondrial central dogma > Translation > Translation factors	Q9Y5R4	
MitoCarta3.0	"GFP, yeast mito homolog+, mito protein domain+, coexpression"	MIM	Metabolism > Nucleotide metabolism > Nucleotide import | Small molecule transport > SLC25A family	Q96CQ1	Cytosol;Mitochondria (Approved)
MitoCarta3.0	"APEX_IMS, GFP, targetP signal+, yeast mito homolog++, coexpression"	MIM	"Protein import, sorting and homeostasis > Protein homeostasis > Proteases | Mitochondrial dynamics and surveillance > Fusion | Mitochondrial dynamics and surveillance > Fission"	Q96E52	Mitochondria;Nucleoplasm (Approved)
MitoCarta3.0	"targetP signal, yeast mito homolog+, mito protein domain+"	MIM	0	Q2VYF4	Nucleoplasm (Approved)
MitoCarta3.0	"Rickettsial homolog, mito protein domain, MS/MS++"	MIM	"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis"	Q96LJ7	Nucleoplasm (Approved)
MitoCarta3.0	"yeast mito homolog+, Rickettsial homolog, mito protein domain, MS/MS"	Membrane	0	P27105	Plasma membrane (Enhanced)
MitoCarta3.0	"Rickettsial homolog, mito protein domain+, induction, coexpression"	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications	Q9NRN9	Nucleoli (Approved)
MitoCarta3.0	"mito protein domain, coexpression, MS/MS++"	Matrix	Metabolism > Detoxification > ROS and glutathione metabolism | Metabolism > Sulfur metabolism	Q9UJ68	Nucleoplasm (Approved)
MitoCarta3.0	"APEX_matrix, mito protein domain, coexpression, MS/MS++"	Matrix	Metabolism > Metals and cofactors > Coenzyme A metabolism	Q8WV74	Nucleoli (Approved)
MitoCarta3.0	"literature, mito protein domain, coexpression, MS/MS++"	Matrix	Metabolism > Metals and cofactors > NAD biosynthesis and metabolism	Q96T66	Mitochondria (Supported)
MitoCarta3.0	"yeast mito homolog++, mito protein domain+, coexpression"	MIM	Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Vitamin metabolism > Folate and 1-C metabolism | Small molecule transport > SLC25A family	Q96DW6	
MitoCarta3.0	"GFP, targetP signal, yeast mito homolog+, mito protein domain, coexpression"	MIM	Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly	Q567V2	
MitoCarta3.0	"APEX_matrix, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression"	Matrix	Metabolism > Carbohydrate metabolism > TCA-associated	P53396	Cytosol;Plasma membrane (Supported)
MitoCarta3.0	"targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS+"	Membrane	Small molecule transport > ABC transporters	Q9UBJ2	
MitoCarta3.0	"APEX_matrix, targetP signal, mito protein domain, induction, coexpression"	Matrix	Metabolism > Vitamin metabolism > Vitamin B2 metabolism	Q8NFF5	Cytosol;Plasma membrane (Supported)
MitoCarta3.0	"GFP, yeast mito homolog++, mito protein domain, coexpression"	Matrix	Metabolism > Lipid metabolism > Lipoate insertion	Q9Y234	
MitoCarta3.0	"literature, APEX_matrix, targetP signal, coexpression, MS/MS++"	Matrix	Metabolism > Amino acid metabolism	Q7Z3D6	Cytosol (Supported)
MitoCarta3.0	"literature, targetP signal, mito protein domain, coexpression, MS/MS++"	Matrix	Metabolism > Carbohydrate metabolism > Gluconeogenesis | Metabolism > Carbohydrate metabolism > TCA-associated	Q16822	Mitochondria (Enhanced)
MitoCarta3.0	"APEX_matrix, targetP signal, mito protein domain, coexpression, MS/MS++"	Matrix	Metabolism > Metals and cofactors > NAD biosynthesis and metabolism	Q4G0N4	
MitoCarta3.0	"APEX_matrix, mito protein domain, coexpression, MS/MS++"	MIM	Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Sulfur metabolism	P25325	Mitochondria (Approved)
